English,Russian,Armenian,French
Alliteration,аллитерация,Ալիտերացիա,Allitération
Anger,Злость,Զայրույթ,Colère
Alternation,Чередование,Այլընտրանք,Alternance
Adulation,лесть,Հիասթափություն,Adulation
Ambiguity,двусмысленность,Անորոշություն,Ambiguïté
Advisory,Консультативный,Խորհրդատվական,Consultatif
Anagram,Анаграмма,Անագրամ,Anagramme
Airline,Авиакомпания,Ավիաընկերություն,Compagnie aérienne
Addition,Добавление,Հավելում,Une addition
Airstrip,Взлетно-посадочная полоса,Օդանավակայան,Piste d'atterrissage
Amendment,Поправка,Փոփոխություն,Amendement
Agony,Агония,Հոգեվարքը,Agonie
Articulation,Артикуляция,Հոդակապ,Articulation
Afternoon,После полудня,Կեսօր,Après-midi
Acreage,Площадь,Հողամաս,Superficie
Adjective,Имя прилагательное,Ածական,Adjectif
Apartment,Квартира,Բնակարան,Appartement
Alliance,Альянс,Դաշինք,Alliance
Assassination,Убийство,Սպանություն,Assassinat
Authorship,Авторство,Հեղինակություն,Paternité
Accompaniment,Сопровождение,Ուղեկցում,Accompagnement
Autoloader,Автозагрузчик,Ավտոբեռնիչ,Chargeur automatique
Application,Применение,Դիմում,Application
Air,Воздуха,Օդ,Air
Applejack,Эпплджек,Applejack,cidre fort
Anesthetic,Анестетик,Անզգայացնող,Anesthésique
Appraisal,Оценка,Գնահատում,Évaluation
Average,Средний,Միջին,Moyenne
Adminstration,Администрация,ադմինիստրացիա,Administration
Arside,Арсайд,Արսիդ,Arside
Attendant,Дежурный,սպասավոր,Préposé
Architect,Архитектор,Ճարտարապետ,Architecte
Amalgamation,Слияние,Միաձուլում,Fusion
Absinthe,Абсент,Աբսենթ,Absinthe
Altruist,Альтруист,Ալտրուիստ,Altruiste
Aggressor,Агрессор,Ագրեսոր,Agresseur
Ace-In-The-Hole,Туз в рукаве,Ace-In-The-Hole,As dans le trou
Acidity,Кислотность,Թթվայնություն,Acidité
Auction,Аукцион,Աճուրդ,Enchères
Aftermath,последствия,Հետևանք,Conséquences
Agglutinin,агглютинин,Ագլյուտինին,Agglutinine
Apogee,апогей,Ապոգե,Apogée
Aversion,Отвращение,Զզվելիություն,Aversion
Ape,Обезьяна,Կապիկ,Singe
Adultery,Прелюбодеяние,Շնություն,Adultère
Atp,Атп,Atp,ATP
Applicant,Заявитель,Դիմորդ,Demandeur
Argumentation,Аргументация,Փաստարկ,Argumentation
Abscissa,Абсцисса,Աբսցիսսա,Abscisse
Artillerist,Артиллерист,Հրետանավոր,Artilleur
Alabaster,Алебастр,Ալաբաստր,Albâtre
Anise,Анис,Անիսոն,Anis
Alfresco,Под открытым небом,Ալֆրեսկո,En plein air
Aztec,ацтек,ացտեկ,Aztèque
Apocalypse,Апокалипсис,Ապոկալիպսիս,apocalypse
Administration,Администрация,Վարչություն,Administration
Assault,Атаковать,Հարձակում,Assaut
Aficionado,Поклонник,Սիրահար,Aficionado
Ascendancy,Восхождение,Բարձրացում,Ascendant
Armistice,перемирие,զինադադար,Armistice
Appeasement,Умиротворение,Հանդարտեցում,Apaisement
Avidity,Жадность,Անկեղծություն,Avidité
Applicability,Применимость,Կիրառելիություն,Applicabilité
Artificer,Ремесленник,Արհեստական,Artificier
Appreciation,Признательность,Գնահատում,Appréciation
Adagio,Адажио,Ադաջիո,Adagio
Alundum,Алунд,Ալունդում,Alundum
Acquiescence,согласие,Համաձայնություն,Consentement
Artist,Художник,Նկարիչ,Artiste
Aesthetic,эстетический,Էսթետիկ,Esthétique
Access,Доступ,Մուտք,Accéder
Applicator,Аппликатор,կիրառող,Applicateur
Admiration,Восхищение,Հիացմունք,Admiration
Austerity,Жесткость,Խստություն,Austérité
Advocate,Адвокат,Փաստաբան,Avocat
Automation,Автоматизация,Ավտոմատացում,Automatisation
Apprehension,опасение,Բախում,Appréhension
Anecdote,Анекдот,Անեկդոտ,Anecdote
Astringency,Терпкость,Թուլություն,Astringence
Acrobacy,акробатика,Ակրոբացիա,Acrobatie
Airframe,Планер,Օդային շրջանակ,Cellule
Allay,Смягчить,Ալեյ,Allai
Action,Действие,Գործողություն,Action
Ache,боль,Ցավ,Mal
Agility,Ловкость,Ճարպկություն,Agilité
Anarchy,Анархия,Անարխիա,Anarchie
Acquiesence,согласие,Համաձայնություն,Acquiescement
Accolade,Награда,Գովաբանություն,Accolade
Assignee,Правопреемник,Հանձնարարող,Cessionnaire
Abolition,Отмена,Վերացում,Abolition
Arak,Арак,Արաք,Arak
Advantage,Преимущество,Առավելություն,Avantage
Alizarin,Ализарин,Ալիզարին,Alizarine
Adapter,Адаптер,Ադապտոր,Adaptateur
Amphitheater,Амфитеатр,Ամֆիթատրոն,Amphithéâtre
Advisor,Советник,խորհրդական,Conseiller
Business,Бизнес,Բիզնես,Entreprise
Backbone,Магистраль,ողնաշար,Colonne vertébrale
Baseline,Базовый уровень,Ելակետ,Ligne de base
Blind,Слепой,Կույր,Aveugle
Boulevard,Бульвар,Բուլվար,Boulevard
Broil,Жарить,Խորոված,Griller
Blockhouse,Блокхаус,Բլոկհաուս,Casemate
Ball,Мяч,Գնդակ,Balle
Breath,Дыхание,Շունչ,Souffle
Beriberi,Бери-бери,Բերիբերի,Béribéri
Baptism,Крещение,Մկրտություն,Baptême
Band,Группа,Խումբ,Bande
Brandy,бренди,Կոնյակ,Cognac
Biography,биография,Կենսագրություն,Biographie
Belly,Живот,Փոր,Ventre
Black,Черный,Սեվ,Noir
Boutonniere,Бутоньерка,Բուտոնիեր,Boutonnière
Bop,Боп,Բոպ,Bop
Blasphemy,богохульство,Հայհոյանք,Blasphème
Bracket,скобка,Բրա,Support
Buy,Купить,Գնել,Acheter
Blubber,Ворвань,Ճարպը,Chialer
Blame,Обвинять,Մեղադրել,Faire des reproches
Bore,Скважина,Ձանձրացնել,Trou
Bedlam,Бедлам,Բեդլամ,Chahut
Bossman,Начальник,Բոսսմեն,Patron
Booklet,Буклет,Գրքույկ,Brochure
Balls,Яйца,Գնդակներ,Des balles
Bandstand,Эстрада,Երկաթուղթ,Kiosque à musique
Bedstraw,Подмаренник,Անկողնային շղարշ,Gaillet
Badminton,Бадминтон,Բադմինտոն,Badminton
Bronc,Бронк,Բրոնկ,Bronc
Bargain,Торговаться,Գործարք,Négocier
Bulk,Масса,Զանգվածային,En gros
Broccoli,Брокколи,Բրոկկոլի,Brocoli
Bride,Невеста,Հարսնացու,Mariée
Burden,Груз,Բեռ,Charge
Blizzard,Метель,Ձնաբուք,Tempête De Neige
Bunk,двухъярусная,Երկհարկանի,Couchette
Belfry,Колокольня,Զանգակատուն,Beffroi
Bastard,Сволочь,Սրիկա,Bâtard
Beehive,Улей,Մեղվի փեթակ,Ruche
Blowfish,иглобрюх,Փչող ձուկ,Poisson-globe
Bay,Залив,Բեյ,Baie
Botany,Ботаника,Բուսաբանություն,Botanique
Brilliant,Блестящий,Փայլուն,Génial
Bronze,Бронза,Բրոնզ,Bronze
Bulkhead,Переборка,միջնորմ,Cloison
Barrage,Заградительный огонь,Բարեժ,Barrage
Biopsy,Биопсия,Բիոպսիա,Biopsie
Bateau,Бато,Բատո,Barque
Bat,Летучая мышь,Չղջիկ,Chauve souris
Bulge,Выпуклость,Փոր,Renflement
Boat,Лодка,Նավակ,Bateau
Butcher,мясник,Մսավաճառ,Boucher
Bellicosity,воинственность,Ռազմականություն,Bellicosité
Boom,Бум,Բում,Boom
Boucle,Букле,Boucle,Boucle
Bubble,Пузырь,Պղպջակ,Bulle
Baroreceptor,Барорецептор,Baroreceptor,Barorécepteur
Bridgehead,Плацдарм,Կամուրջ,Tête de pont
Breach,Нарушение,Խախտում,Violation
Breakfast,Завтрак,Նախաճաշ,Petit-déjeuner
Blanket,Покрывало на кровать,Վերմակ,Couverture
Bike,Велосипед,Հեծանիվ,Vélo
Beard,Борода,Մորուք,Barbe
Bolster,Болстер,Բուլստեր,Traversin
Buyer,Покупатель,Գնորդ,Acheteur
Barrack,Барак,Բարաք,Caserne
Belt,Пояс,Գոտի,Courroie
Beaver,бобер,Beaver,Castor
Brace,скобка,Բրեյս,Entretoise
Blob,капля,Բլոբ,Goutte
Bead,Шарик,Բշտիկ,Perle
Bacon,Бекон,Բեկոն,Bacon
Barbecue,Барбекю,Խորոված,Barbecue
Bayonet,Штык,Բայոնետ,Baïonnette
Birthright,Первородство,Ծննդյան իրավունք,Droit de naissance
Bait,Приманка,Խայծ,Appât
Beauty,Красота,Գեղեցկություն,Beauté
Betrayer,Предатель,Դավաճան,Traître
Bludgeon,Дубинка,Բլաջոն,Matraque
Bed,Кровать,Մահճակալ,Lit
Balletomane,балетоман,Բալետոման,Balletomane
Bucket,Ведро,Դույլ,Baquet
Breed,Порода,Ցեղատեսակ,Race
Baseball,Бейсбол,Բեյսբոլ,Base-ball
Broker,Маклер,Բրոքեր,Courtier
Brag,хвастаться,Պարծենալ,Se vanter
Bruise,Синяк,Կապտուկ,Hématome
Benediction,Благословение,Օրհնություն,Bénédiction
Brinkmanship,Балансирование на грани войны,Brinkmanship,Atteinte à la corde raide
Bartender,Бармен,Բարմեն,Barman
Bridgework,Мост,Կամուրջ,Pontage
Brim,Брим,եզր,Bord
Bound,Граница,Կապված,Bondir
Buss,Бусс,Ավտոբուս,Bus
Boogie,Буги-вуги,Բուգի,Bogie
Batterie,батарея,Մարտկոց,Batterie
Bluster,бахвальство,Բլաստեր,Fulminer
Biology,Биология,Կենսաբանություն,La biologie
Bolt,Болт,Հեղույս,Verrouiller
Beachhead,Плацдарм,Beachhead,Tête de pont
Beacon,Маяк,Փարոս,Balise
Box,Коробка,Տուփ,Boîte
Behavior,Поведение,Վարքագիծ,Comportement
Brown,Коричневый,Շագանակագույն,Brun
Beginner,Новичок,Սկսնակ,Débutant
Bandage,Повязка,Վիրակապ,Bandage
Barrel,Бочка,Տակառ,Baril
Blunder,ошибка,Սխալ,Gaffe
Blackboard,Доска,Գրատախտակ,Tableau noir
Biter,Битер,Դառը,mordant
Boatload,Лодка,Նավով բեռնվածություն,Bateau complet
Butternut,Баттернат,Բաթերնուտ,Noyer cendré
Beggary,нищенство,Մուրացկան,Mendicité
Batch,Партия,Խմբաքանակ,Grouper
Blank,Пустой,Դատարկ,Vierge
Bust,Бюст,Կիսանդրին,Buste
Buff,Бафф,Բաֆֆ,Chamois
Barb,Барб,Բարբ,Barbillon
Brick,Кирпич,Աղյուս,Brique
Breakdown,Авария,Կոտրել,Panne
Bigotry,фанатизм,մոլեռանդություն,Bigoterie
Bumblebee,шмель,Իշամեղու,Bourdon
Biographer,Биограф,Կենսագիր,Biographe
Bind,Связывать,Կապել,Lier
Bushel,Бушель,Բուշել,Boisseau
Buoy,Буй,բոյ,Bouée
Boast,Хвастаться,Պարծենալ,Se vanter
Barony,Баронство,Բարոնի,Baronnie
Butter,Сливочное масло,Կարագ,Beurre
Broadside,Бродсайд,Լայնկողմ,Bordée
Backdrop,Фон,Հետին պլան,Toile de fond
Blitheness,Беспечность,Քաղցրություն,Allégresse
Buoyancy,Плавучесть,Լողունակություն,Flottabilité
Bonanza,Бонанза,Բոնանզա,Aubaine
Bondage,бондаж,Ստրկություն,Esclavage
Buffer,Буфер,Բուֆեր,Amortir
Bluebook,Синяя книга,Bluebook,Livre bleu
Baron,барон,Բարոն,Baron
Bereavement,Утрата,Կոշտություն,Deuil
Bluefish,Луфарь,Կապույտ ձուկ,Tassergal
Buckwheat,Гречиха,Հնդկաձավար,Sarrasin
Breast,Грудь,Կրծքագեղձ,Sein
Busboy,официант,Բուսբոյ,Busboy
Berth,Причал,Բերթ,Couchette
Brindle,тигровый,Բրինդլ,Brindlé
